state,abbrev,county,ColdWaveExposureImpactedAreasqmi,ColdWaveHistoricLossRatioTotalRating,ColdWaveExpectedAnnualLossRating,ColdWaveHazardTypeRiskIndexRating,DroughtExposureImpactedAreasqmi,DroughtHistoricLossRatioTotalRating,DroughtExpectedAnnualLossRating,DroughtHazardTypeRiskIndexRating,HailNumberofEvents,HailAnnualizedFrequency,HailExposureImpactedAreasqmi,HailExposureBuildingValue,HailExposurePopulation,HailExposureTotal,HailHistoricLossRatioTotalRating,HailExpectedAnnualLossBuildingValue,HailExpectedAnnualLossTotal,HailExpectedAnnualLossScore,HailExpectedAnnualLossRating,HailHazardTypeRiskIndexValue,HailHazardTypeRiskIndexScore,HailHazardTypeRiskIndexRating,HeatWaveExposureImpactedAreasqmi,HeatWaveHistoricLossRatioTotalRating,HeatWaveExpectedAnnualLossRating,HeatWaveHazardTypeRiskIndexRating,IceStormAnnualizedFrequency,IceStormExposureImpactedAreasqmi,IceStormExposureBuildingValue,IceStormExposurePopulation,IceStormExposureTotal,IceStormHistoricLossRatioTotalRating,IceStormExpectedAnnualLossBuildingValue,IceStormExpectedAnnualLossTotal,IceStormExpectedAnnualLossScore,IceStormExpectedAnnualLossRating,IceStormHazardTypeRiskIndexValue,IceStormHazardTypeRiskIndexScore,IceStormHazardTypeRiskIndexRating,LandslideHistoricLossRatioTotalRating,LandslideExpectedAnnualLossRating,LandslideHazardTypeRiskIndexRating,LightningNumberofEvents,LightningAnnualizedFrequency,LightningExposureImpactedAreasqmi,LightningExposureBuildingValue,LightningExposurePopulation,LightningExposureTotal,LightningHistoricLossRatioTotalRating,LightningExpectedAnnualLossBuildingValue,LightningExpectedAnnualLossTotal,LightningExpectedAnnualLossScore,LightningExpectedAnnualLossRating,LightningHazardTypeRiskIndexValue,LightningHazardTypeRiskIndexScore,LightningHazardTypeRiskIndexRating,RiverineFloodingHistoricLossRatioTotalRating,RiverineFloodingExpectedAnnualLossRating,RiverineFloodingHazardTypeRiskIndexRating,StrongWindNumberofEvents,StrongWindAnnualizedFrequency,StrongWindExposureImpactedAreasqmi,StrongWindExposureBuildingValue,StrongWindExposurePopulation,StrongWindExposureTotal,StrongWindHistoricLossRatioTotalRating,StrongWindExpectedAnnualLossBuildingValue,StrongWindExpectedAnnualLossTotal,StrongWindExpectedAnnualLossScore,StrongWindExpectedAnnualLossRating,StrongWindHazardTypeRiskIndexValue,StrongWindHazardTypeRiskIndexScore,StrongWindHazardTypeRiskIndexRating,TornadoAnnualizedFrequency,TornadoExposureImpactedAreasqmi,TornadoExposureBuildingValue,TornadoExposurePopulation,TornadoExposureTotal,TornadoHistoricLossRatioTotalRating,TornadoExpectedAnnualLossBuildingValue,TornadoExpectedAnnualLossTotal,TornadoExpectedAnnualLossScore,TornadoExpectedAnnualLossRating,TornadoHazardTypeRiskIndexValue,TornadoHazardTypeRiskIndexScore,TornadoHazardTypeRiskIndexRating,WinterWeatherNumberofEvents,WinterWeatherAnnualizedFrequency,WinterWeatherExposureImpactedAreasqmi,WinterWeatherExposureBuildingValue,WinterWeatherExposurePopulation,WinterWeatherExposureTotal,WinterWeatherHistoricLossRatioTotalRating,WinterWeatherExpectedAnnualLossBuildingValue,WinterWeatherExpectedAnnualLossTotal,WinterWeatherExpectedAnnualLossScore,WinterWeatherExpectedAnnualLossRating,WinterWeatherHazardTypeRiskIndexValue,WinterWeatherHazardTypeRiskIndexScore,WinterWeatherHazardTypeRiskIndexRating
South Dakota,SD,Davison,441.359,Relatively Low,Relatively High,Relatively High,441.359,Very Low,Very Low,Very Low,188,5.513,441.359,5204129212,19950,237000000000,Relatively High,1123606.962,1361120.135,92.711,Relatively Moderate,1397679.957,92.078,Relatively Moderate,441.359,Very Low,Relatively Low,Relatively Low,0.657,441.359,5204129212,19950,237000000000,Relatively High,326367.111,508457.373,89.041,Relatively High,537652.362,88.408,Relatively High,Relatively High,Relatively Low,Relatively Low,625,28.391,441.359,5204129212,19950,237000000000,Relatively Moderate,8315.007,60983.585,38.771,Relatively Low,65936.275,34.781,Relatively Low,Relatively Low,Relatively Low,Relatively Low,105,3.073,441.359,5204129212,19950,237000000000,Relatively High,1172470.222,1783613.325,91.563,Relatively High,1902417.753,91.25,Relatively High,0.261,441.359,5204129212,19950,237000000000,Relatively High,1276051.666,3078892.16,79.591,Relatively Moderate,3301179.554,76.933,Relatively Moderate,78,4.83,441.359,5204129212,19950,237000000000,Relatively Low,61650.118,103076.882,68.771,Relatively Moderate,110134.535,66.083,Relatively Moderate
South Dakota,SD,Day,1102.108,Relatively Low,Relatively High,Relatively High,1102.108,Very Low,Very Low,Very Low,147,4.3,1102.108,2816177045,5449,66235642838,Relatively High,250231.137,602716,84.274,Relatively Moderate,574657.066,81.992,Relatively Moderate,1102.108,Relatively Low,Relatively Low,Relatively Low,0.511,1102.108,2816177045,5449,66024577045,Relatively High,117169.053,159440.004,71.719,Relatively Moderate,156318.224,67.655,Relatively Moderate,Relatively High,Relatively Low,Relatively Low,609,27.656,1102.108,2816177045,5449,66024577045,Relatively Moderate,6922.459,23787.927,16.023,Very Low,23227.062,13.449,Very Low,Relatively Low,Relatively Low,Relatively Low,100,2.932,1102.108,2816177045,5449,66235642838,Very High,398269.838,716590.782,75.806,Relatively Moderate,694705.279,69.742,Relatively Moderate,0.531,1102.108,2816177045,5449,66235642838,Relatively Moderate,395612.847,599176.182,38.958,Relatively Low,585912.922,33.089,Relatively Low,135,8.359,1102.108,2816177045,5449,66235642838,Very High,390101.616,534176.908,93.562,Relatively High,521661.61,92.332,Relatively High
South Dakota,SD,Deuel,643.04,Relatively Low,Relatively High,Relatively High,643.04,Very Low,Very Low,Very Low,152,4.452,643.04,2538107544,4285,52456218074,Very High,236340.65,591850.075,83.995,Relatively Moderate,474743.028,79.224,Relatively Low,643.04,Relatively Low,Relatively Low,Relatively Low,0.642,643.04,2538107544,4285,52244107544,Very High,350791.993,404822.079,85.976,Relatively High,335391.651,82.445,Relatively Moderate,Relatively High,Relatively Low,Relatively Low,607,27.578,643.04,2538107544,4285,52244107544,Relatively Moderate,6255.179,19609.81,13.385,Very Low,16746.363,8.945,Very Low,Very High,Very Low,Very Low,99,2.883,643.04,2538107544,4285,52456218074,Relatively High,137704.318,380153.994,56.203,Relatively Moderate,312370.966,43.207,Relatively Low,0.373,643.04,2538107544,4285,52456218074,Relatively High,465326.321,754681.86,43.983,Relatively Low,634578.516,34.68,Relatively Low,142,8.793,643.04,2538107544,4285,52456218074,Relatively Low,10211.175,27235.639,37.357,Relatively Low,23336.991,27.871,Relatively Low
South Dakota,SD,Dewey,2329.048,Relatively Low,Relatively High,Relatively High,2329.048,Very Low,Very Low,Very Low,105,3.263,2329.048,1376300229,5228,62088461492,Relatively High,274568.28,354182.488,77.947,Relatively Low,548752.762,81.451,Relatively Moderate,2329.048,Relatively Low,Relatively Low,Relatively Low,0.577,2329.048,1376300229,5228,62021100229,Relatively Moderate,37508.248,73271.753,54.664,Relatively Low,116893.159,61.492,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Low,578,27.832,2329.048,1376300229,5228,62021100229,Relatively High,4859.834,48872.872,30.566,Relatively Low,79481.489,41.377,Relatively Low,Relatively Low,Very Low,Very Low,82,2.54,2329.048,1376300229,5228,62088461492,Relatively High,306368.47,442522.486,61.042,Relatively Moderate,698781.764,69.87,Relatively Moderate,0.618,2469.955,1376300229,5228,62088461492,Relatively Low,70033.476,171122.256,20.906,Very Low,269320.839,22.144,Very Low,93,6.107,2329.048,1376300229,5228,62088461492,Relatively High,132942.999,185062.506,81.151,Relatively Moderate,292064.389,85.746,Relatively Moderate
South Dakota,SD,Douglas,438.045,Relatively Low,Relatively Moderate,Relatively Moderate,438.045,Very Low,Very Low,Very Low,188,5.515,438.045,2524463280,2834,35564718377,Very High,379528.413,691421.817,86.29,Relatively Moderate,761844.965,85.778,Relatively Moderate,438.045,Relatively Low,Relatively Low,Relatively Low,0.62,438.045,2524463280,2834,35398863280,Very High,231575.11,288102.842,81.912,Relatively Moderate,317446.882,81.679,Relatively Moderate,Relatively High,Very Low,Very Low,615,27.944,438.045,2524463280,2834,35398863280,Relatively Moderate,4389.113,11637.093,6.982,Very Low,12822.362,6.628,Very Low,Relatively Low,Very Low,Very Low,99,2.911,438.045,2524463280,2834,35564718377,Very High,632677.688,744012.655,76.83,Relatively Moderate,819792.319,74.515,Relatively Moderate,0.257,438.045,2524463280,2834,35564718377,Relatively High,577221.055,826987.271,46.216,Relatively Low,911218.12,42.698,Relatively Low,88,5.449,438.045,2524463280,2834,35564718377,Very High,355086.688,409457.132,91.055,Relatively High,451161.428,90.646,Relatively High
South Dakota,SD,Edmunds,1162.686,Relatively Low,Relatively High,Relatively High,1162.686,Very Low,Very Low,Very Low,137,4,1162.686,2671844966,3952,48787628559,Very High,219650.082,587934.145,83.933,Relatively Moderate,515307.868,80.592,Relatively Low,1162.686,Relatively Low,Relatively Low,Relatively Low,0.507,1162.686,2671844966,3952,48515044966,Relatively Moderate,15190.048,40066.49,43.904,Relatively Low,35348.278,37.808,Relatively Low,Very High,Very Low,Very Low,519,23.576,1162.686,2671844966,3952,48515044966,Relatively High,5582.316,34728.03,23.037,Very Low,30388.466,17.375,Very Low,Relatively Low,Very Low,Very Low,88,2.563,1162.686,2671844966,3952,48787628559,Very High,325600.519,453617.661,62.004,Relatively Moderate,398775.088,51.034,Relatively Low,0.472,1162.686,2671844966,3952,48787628559,Relatively Moderate,295660.854,402533.572,31.483,Relatively Low,353797.624,25.294,Very Low,96,5.944,1162.686,2671844966,3952,48787628559,Very High,263188.261,330781.423,89.291,Relatively High,291188.643,85.682,Relatively Moderate
South Dakota,SD,Fall River,1766.822,Relatively Low,Relatively Moderate,Relatively Moderate,1766.822,Very Low,Very Low,Very Low,184,5.407,1766.822,2213464794,6903,82388162071,Relatively High,407936.956,439589.559,80.521,Relatively Moderate,547992.648,81.387,Relatively Moderate,1766.822,No Rating,No Expected Annual Losses,No Rating,0.015,1766.822,2213464794,6903,82288264794,Relatively High,2816.531,4481.974,11.592,Very Low,5580.889,12.059,Very Low,Relatively Low,Relatively Low,Relatively Low,705,32.023,1766.822,2213464794,6903,82288264794,Relatively Moderate,980.718,18565.509,12.387,Very Low,23072.146,13.353,Very Low,Relatively Low,Relatively Low,Relatively Low,67,1.95,1766.822,2213464794,6903,82388162071,Relatively Moderate,93546.36,98509.167,23.728,Relatively Low,122854.367,21.858,Relatively Low,0.44,1766.822,2213464794,6903,82388162071,Relatively Low,134288.833,301314.811,27.512,Very Low,375183.052,26.376,Very Low,69.619,4.311,1766.822,2213464794,6903,82388162071,Relatively Moderate,57575.017,62455.987,56.546,Relatively Moderate,77887.306,57.047,Relatively Low
South Dakota,SD,Faulk,1016.047,Relatively Low,Relatively High,Relatively High,1016.047,Very Low,Very Low,Very Low,145,4.247,1016.047,823169688,2125,25661148490,Very High,72520.993,339494.229,77.202,Relatively Low,389285.252,76.169,Relatively Low,1016.047,Relatively Low,Relatively Low,Relatively Low,0.514,1016.047,823169688,2125,25473169688,Relatively Moderate,2305.546,18609.462,29.48,Relatively Low,21338.769,29.114,Very Low,Relatively High,Very Low,Very Low,515,23.386,1016.047,823169688,2125,25473169688,Relatively High,1724.091,17060.872,11.261,Very Low,19563.06,10.811,Very Low,Relatively Low,Very Low,Very Low,93,2.71,1016.047,823169688,2125,25661148490,Relatively High,106668.613,187037.198,35.484,Relatively Low,214468.514,32.739,Relatively Low,0.413,1016.047,823169688,2125,25661148490,Relatively Moderate,92784.638,155007.167,19.789,Very Low,177740.884,17.436,Very Low,105,6.502,1016.047,823169688,2125,25661148490,Relatively High,88687.558,128478.97,73.785,Relatively Moderate,147321.999,73.338,Relatively Moderate
South Dakota,SD,Grant,694.474,Relatively Low,Relatively High,Relatively High,694.474,Very Low,Very Low,Very Low,143,4.199,694.474,2824144017,7556,90743843984,Relatively High,244472.602,685839.319,86.197,Relatively Moderate,660413.044,83.773,Relatively Moderate,694.474,Relatively Low,Relatively Low,Relatively Low,0.57,694.474,2824143910,7555.998,90473724096,Relatively High,295174.981,355169.892,84.644,Relatively High,364204.832,83.311,Relatively Moderate,Relatively High,Relatively Low,Relatively Low,570,25.869,694.474,2824144017,7556,90473744017,Relatively Moderate,1920.622,24578.211,16.506,Very Low,26027.845,14.929,Very Low,Relatively Low,Relatively Low,Relatively Low,91,2.664,694.474,2824144017,7556,90743843984,Relatively High,46938.341,397889.215,57.444,Relatively Moderate,396650.61,50.907,Relatively Low,0.401,694.474,2824144017,7556,90743843984,Relatively Moderate,442370.84,859823.563,46.929,Relatively Low,891141.769,42.253,Relatively Low,139,8.607,694.474,2824143910,7555.998,90743824063,Relatively High,402796.465,589603.404,94.367,Relatively High,608925.518,93.764,Relatively High
South Dakota,SD,Gregory,1064.157,Relatively Low,Relatively Moderate,Relatively Moderate,1064.157,Very Low,Very Low,Very Low,164,4.823,1064.157,2426119584,3989,48805263458,Very High,439473.643,589380.685,83.964,Relatively Moderate,636652.958,83.328,Relatively Moderate,1064.157,Very Low,Very Low,Very Low,0.399,1064.157,2414766211,3971.031,48478730986,Very High,160112.713,204666.03,76.782,Relatively Moderate,217827.511,75.017,Relatively Moderate,Relatively High,Relatively Low,Relatively Low,724,32.903,1064.157,2426119584,3989,48698519584,Relatively Moderate,5691.388,18021.727,11.84,Very Low,19643.184,11.036,Very Low,Very High,Very Low,Very Low,77,2.245,1064.157,2426119584,3989,48805263458,Relatively High,175834.244,245156.384,42.959,Relatively Low,265777.148,38.116,Relatively Low,0.422,1064.157,2426119584,3989,48805263458,Relatively Moderate,326120.008,516931.225,35.794,Relatively Low,558197.305,32.039,Relatively Low,89,5.511,1064.157,2426119584,3989,48805263458,Relatively High,69906.002,111021.504,70.628,Relatively Moderate,120343.352,68.47,Relatively Moderate
South Dakota,SD,Haakon,1842.389,Relatively Low,Relatively Moderate,Relatively Moderate,1842.389,Very Low,Very Low,Very Low,104,3.048,1842.389,726264994,1867,22472189075,Relatively High,22022.825,57632.712,41.377,Very Low,64524.069,38.466,Very Low,1842.389,Relatively Low,Relatively Low,Relatively Low,0.44,1842.389,726264994,1867,22383464994,Relatively Moderate,5847.613,18876.367,29.68,Relatively Low,21133.484,28.947,Very Low,Relatively High,Relatively Low,Relatively Low,610,27.771,1842.389,726264994,1867,22383464994,Relatively High,2594.42,21944.412,14.865,Very Low,24568.387,14.06,Very Low,Relatively Low,Very Low,Very Low,99,2.907,1842.389,726264994,1867,22472189075,Relatively High,121355.254,127602.701,27.761,Relatively Low,142860.63,24.372,Relatively Low,0.401,1845.376,726264994,1867,22472189075,Relatively Low,24182.078,35918.082,9.895,Very Low,40212.941,7.763,Very Low,88.002,5.458,1842.389,726264994,1867,22472189075,Very High,98943.769,119113.846,72.454,Relatively Moderate,133356.731,70.474,Relatively Moderate
South Dakota,SD,Hamlin,543.503,Relatively Low,Relatively High,Relatively High,543.503,Very Low,Very Low,Very Low,158,4.635,543.503,2428631057,6164,74137196470,Relatively High,238465.586,628495.764,85.081,Relatively Moderate,673408.273,84.092,Relatively Moderate,543.503,Relatively Low,Relatively Low,Relatively Low,0.516,543.503,2428631057,6164,73931031057,Relatively Moderate,14285.26,74344.671,54.93,Relatively Low,79491.166,53.464,Relatively Low,Relatively High,Very Low,Very Low,625,28.404,543.503,2428631057,6164,73931031057,Relatively Moderate,7795.279,28021.083,18.726,Very Low,29981.107,17.117,Very Low,Relatively Low,Relatively Low,Relatively Low,103,3.014,543.503,2428631057,6164,74137196470,Relatively High,158907.547,495234.213,64.919,Relatively Moderate,530520.691,60.993,Relatively Moderate,0.296,543.503,2428631057,6164,74137196470,Relatively High,449709.717,849121.57,46.743,Relatively Low,906846.9,42.539,Relatively Low,136,8.421,543.503,2428631057,6164,74137196470,Relatively Moderate,8172.384,138107.23,75.054,Relatively Moderate,147786.027,73.401,Relatively Moderate
South Dakota,SD,Hand,1454.757,Relatively Low,Relatively High,Relatively Moderate,1454.757,Very Low,Very Low,Very Low,148,4.327,1454.757,1159922178,3140,37841352308,Very High,104012.887,470695.795,81.234,Relatively Moderate,330391.061,73.115,Relatively Low,1454.757,Relatively Low,Relatively Low,Very Low,0.487,1454.757,1159922178,3140,37583922178,Relatively High,25878.441,47215.465,46.702,Relatively Low,38650.912,39.773,Relatively Low,Relatively High,Very Low,Very Low,615,27.914,1454.757,1159922178,3140,37583922178,Relatively Moderate,2222.581,10178.747,6.049,Very Low,8609.479,4.151,Very Low,Relatively Low,Very Low,Very Low,92,2.705,1454.757,1159922178,3140,37841352308,Relatively High,149970.058,223799.424,40.012,Relatively Low,180660.888,29.049,Relatively Low,0.672,1454.757,1159922178,3140,37841352308,Relatively Moderate,156235.495,268219.785,25.931,Very Low,220960.378,19.885,Very Low,98,6.068,1454.757,1159922178,3140,37841352308,Relatively High,116637.702,167489.674,78.985,Relatively Moderate,135512.05,71.047,Relatively Moderate
South Dakota,SD,Hanson,439.751,Relatively Low,Relatively Moderate,Relatively Moderate,439.751,Very Low,Very Low,Very Low,202,5.936,439.751,1064278499,3461,41364212738,Relatively High,43248.161,304206.402,75.217,Relatively Low,236112.025,66.338,Relatively Low,439.751,Very Low,Relatively Low,Very Low,0.624,439.751,1064278499,3461,41211878499,Relatively High,98479.144,162690.574,72.052,Relatively Moderate,126273.48,63.291,Relatively Moderate,Relatively High,Relatively Low,Relatively Low,710,32.245,439.751,1064278499,3461,41211878499,Relatively Moderate,3321.549,13459.656,8.301,Very Low,10446.811,5.245,Very Low,Relatively Low,Relatively Low,Relatively Low,116,3.398,439.751,1064278499,3461,41364212738,Relatively High,294429.74,460293.982,62.562,Relatively Moderate,357260.543,47.439,Relatively Low,0.3,439.751,1064278499,3461,41364212738,Relatively High,285301.473,632041.04,39.671,Relatively Low,490563.28,29.812,Relatively Low,76,4.706,439.751,1064278499,3461,41364212738,Relatively High,31687.721,71142.637,59.858,Relatively Moderate,55217.879,48.043,Relatively Low
South Dakota,SD,Harding,2705.152,Relatively Low,Relatively Moderate,Relatively Moderate,2705.152,Very Low,Very Low,Very Low,93,2.72,2705.152,907353203,1311,16187645769,Relatively High,52295.713,59091.875,41.935,Very Low,52530.701,34.171,Very Low,2705.152,No Rating,No Expected Annual Losses,No Rating,0.433,2705.152,907353203,1311,16114953203,Relatively Moderate,7494.617,13555.588,24.983,Very Low,12050.464,21.219,Very Low,Relatively High,Relatively Low,Relatively Low,624,28.346,2705.152,907353203,1311,16114953203,Relatively High,2555.546,15340.396,10.039,Very Low,13637.099,7.014,Very Low,No Rating,No Expected Annual Losses,No Rating,64,1.863,2705.152,907353203,1311,16187645769,Relatively High,57698.405,88094.536,21.805,Relatively Low,78313.096,15.781,Very Low,0.412,2705.152,907353203,1311,16187645769,Relatively Low,40196.89,58339.264,12.624,Very Low,51861.655,8.909,Very Low,74,4.582,2705.152,907353203,1311,16187645769,Very High,89428.27,106588.36,69.7,Relatively Moderate,94753.488,62.17,Relatively Moderate
South Dakota,SD,Hughes,784.867,Relatively Low,Relatively High,Relatively High,784.867,Very Low,Very Low,Very Low,117,3.539,784.867,3816303544,17751,210000000000,Relatively High,402349.231,540793.821,82.878,Relatively Moderate,585482.619,82.246,Relatively Moderate,784.867,Relatively Low,Relatively Low,Relatively Low,0.464,784.867,3816303544,17751,210000000000,Relatively Moderate,78544.081,208785.649,77.115,Relatively Moderate,235864.835,76.616,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,597,27.928,784.867,3816303544,17751,210000000000,Relatively High,5163.662,154147.328,67.053,Relatively Moderate,174258.928,65.734,Relatively Low,Very Low,Relatively Low,Relatively Low,88,2.638,784.867,3816303544,17751,210000000000,Relatively High,647082.504,1110623.305,84.677,Relatively Moderate,1252256.385,84.601,Relatively Moderate,0.273,808.809,3816303544,17751,210000000000,Relatively Low,217753.48,542586.939,37.066,Relatively Low,601328.539,33.758,Relatively Low,91,5.807,784.867,3816303544,17751,210000000000,Relatively High,423656.344,662482.861,95.265,Relatively High,747132.932,95.387,Relatively High
South Dakota,SD,Hutchinson,822.642,Relatively Low,Relatively High,Relatively High,822.642,Very Low,Very Low,Very Low,212,6.232,822.642,5500941943,7420,91882575787,Very High,1303597.236,1834479.656,94.603,Relatively Moderate,1974310.094,94.305,Relatively Moderate,822.642,Very Low,Relatively Low,Relatively Low,0.735,822.642,5500941943,7420,91572941943,Relatively High,352498.736,439270.853,87.242,Relatively High,467287.366,86.442,Relatively High,Relatively Moderate,Relatively Low,Relatively Low,619,28.096,822.642,5500941943,7420,91572941943,Relatively High,15111.94,53062.155,33.43,Relatively Low,56725.966,30.019,Relatively Low,Relatively Low,Relatively Low,Relatively Low,114,3.352,822.642,5500941943,7420,91882575787,Very High,1580337.638,1776831.696,91.47,Relatively High,1926793.935,91.473,Relatively High,0.568,822.642,5500941943,7420,91882575787,Relatively High,1546659.677,2345255.89,74.225,Relatively Moderate,2538079.576,71.524,Relatively Moderate,87,5.387,822.642,5500941943,7420,91882575787,Very High,903066.417,1069645.205,97.679,Very High,1147349.758,97.614,Very High
South Dakota,SD,Hyde,874.989,Relatively Low,Relatively Moderate,Relatively Moderate,874.989,Very Low,Very Low,Very Low,138,4.04,874.989,789164259,1257,15444800462,Very High,106588.36,206723.164,67.897,Relatively Low,166637.043,59.688,Relatively Low,874.989,Relatively Low,Relatively Low,Very Low,0.506,874.989,789164259,1257,15370364259,Relatively High,18394.189,28843.862,37.408,Relatively Low,23250.689,30.68,Relatively Low,Relatively High,Very Low,Very Low,591,26.857,874.989,789164259,1257,15370364259,Relatively High,2771.1,13774.602,8.526,Very Low,11103.54,5.566,Very Low,Very High,Very Low,Very Low,92,2.688,874.989,789164259,1257,15444800462,Very High,140378.494,176456.355,33.84,Relatively Low,142239.334,24.244,Relatively Low,0.36,874.989,789164259,1257,15444800462,Relatively Moderate,81700.733,134902.278,18.331,Very Low,108743.095,13.108,Very Low,95,5.882,874.989,789164259,1257,15444800462,Very High,91457.731,109170.402,70.257,Relatively Moderate,88000.941,60.356,Relatively Low
South Dakota,SD,Jackson,1890.15,Relatively Low,Relatively Moderate,Relatively Moderate,1890.15,Very Low,Very Low,Very Low,120,3.527,1890.15,767090321,2801,33318835080,Relatively High,89654.486,100479.85,53.195,Relatively Low,162260.538,59.115,Relatively Low,1890.15,Relatively Low,Relatively Low,Relatively Low,0.274,1890.15,767090321,2801,33258690321,Relatively High,17565.867,28645.5,37.275,Relatively Low,46417.804,43.438,Relatively Low,Relatively High,Relatively Low,Relatively Low,676,30.685,1890.15,767090321,2801,33258690321,Relatively High,1939.589,29974.563,20.142,Very Low,52790.149,27.767,Very Low,Relatively Moderate,Very Low,Very Low,98,2.88,1890.15,767090321,2801,33318835080,Relatively High,138359.305,185927.567,35.298,Relatively Low,299955.765,41.584,Relatively Low,0.484,1890.15,767090321,2801,33318835080,Relatively Low,39517.596,96912.169,15.602,Very Low,165158.788,16.672,Very Low,94.004,5.821,1890.15,767090321,2801,33318835080,Relatively High,108303.756,131781.778,74.126,Relatively Moderate,213555.342,80.369,Relatively Moderate
