FACILITY NAME,ID NUMBER,TELEPHONE,ADDRESS,UNIT,CITY,COUNTY,ZIP,LICENSE TYPE,CAPACITY,,Mammography,,,Home Health Agency,,,Hospice,,,Ambulatory Surgical Facility,,,Hospital,,,Assisted Living Facility - Type I,,,Assisted Living Facility - Type II,,,End Stage Renal Disease Facility,,,Birthing Center,,,Abortion Clinic,,,Nursing Care Facility,,,Small Health Care Facility,,,Small Health Care Facility - Type N,,Personal Care Agency,
Stonehenge Of Cedar City,F23-106498,4352671700,333 West 1425 North,,Cedar City,Iron,84721,Nursing Care Facility,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stonehenge Of Ogden,F23-106786,8014750500,5648 South Adams Avenue,,Washington Terrace,Weber,84405,Nursing Care Facility,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stonehenge Of Richfield,F23-106856,4358962000,125 East 600 North,,Richfield,Sevier,84701,Nursing Care Facility,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stonehenge Of South Jordan, LLC",F23-106541,8012531370,1371 West South Jordan Parkway,,South Jordan,Salt Lake,84095,Nursing Care Facility,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stonehenge of Orem,F23-106600,8018505454,435 West Center Street,,Orem,Utah,84057,Nursing Care Facility,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stonehenge of Springville,F23-106904,8014891900,909 West 450 South,,Springville,Utah,84663,Nursing Care Facility,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strive Concierge,F23-108140,8012315184,2385 North 3130 West,,Lehi,Utah,84043,Home Health Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summit Home Health St. George,F23-107302,4353594599,736 South 900 East,Suite 202,Saint George,Washington,84790,Home Health Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summit Hospice St. George,F23-107185,4353594599,736 South 900 East,Suite 202,Saint George,Washington,84790,Hospice,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sun Tree Home Health, LLC",F23-107323,4355868585,1240 East 100 South,Suite 121,Saint George,Washington,84790,Home Health Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sun Tree Hospice, LLC",F23-107321,4357671171,1240 East 100 South,Suite 121,Saint George,Washington,84790,Hospice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suncrest Hospice,F23-107214,8019968469,9800 South Monroe Street,#900,Sandy,Salt Lake,84070,Hospice,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunshine Cares,F23-106744,4357168541,248 West 300 North,,Logan,Cache,84321,Personal Care Agency,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunshine Hospice,F23-107297,4357168541,209 West 300 North,,Logan,Cache,84321,Hospice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunshine Terrace Home Health,F23-107168,4357168541,209 West 300 North,,Logan,Cache,84321,Home Health Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunshine Terrace Skilled Nursing and Rehabilitation,F23-106814,4357520411,248 West 300 North,,Logan,Cache,84321,Nursing Care Facility,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior Home Care,F23-107312,8012543200,184 East 5900 South,,Murray,Salt Lake,84107,Home Health Agency,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior Hospice,F23-107172,8012543200,184 East 5900 South,,Murray,Salt Lake,84107,Hospice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Surgery Center at Cottonwood, LLC",F23-107327,8012620098,6053 South Fashion Square Drive,Suite 100,Murray,Salt Lake,84107,Ambulatory Surgical Facility,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Surgery Center at Grove Creek, LLC",F23-107216,8017725060,2168 West Grove Parkway,Suite 101,Pleasant Grove,Utah,84062,Ambulatory Surgical Facility,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Surgery Center at South Ogden, LLC",F23-107326,8013174896,955 East Chambers Street,Suite 101,South Ogden,Weber,84403,Ambulatory Surgical Facility,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suzy's Senior Companionship Services,F23-106487,8015402077,1052 East 3250 North,,Layton,Davis,84040,Personal Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Symbii Home Health,F23-107177,8014440221,1916 North 700 West,Suite 110,Layton,Davis,84041,Home Health Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Symbii Home Health Bear River,F23-107287,4357522291,1153 North Main Street,Suite B 100/110,Logan,Cache,84341,Home Health Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Symbii Home Health South,F23-107355,8014330344,308 East 4500 South,Suite 100,Murray,Salt Lake,84107,Home Health Agency,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Symbii Hospice,F23-107141,8014440221,1916 North 700 West,Suite 110,Layton,Davis,84041,Hospice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Symbii Hospice Bear River,F23-107174,4357252291,1153 North Main Street,Suite B 100/110,Logan,Cache,84341,Hospice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Symbii Hospice South,F23-107157,8014330344,308 East 4500 South,Suite 100,Murray,Salt Lake,84107,Hospice,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synergy HomeCare Of Provo,F23-106966,3852540872,333 West 2230 North,Ste 240,Provo,Utah,84604,Personal Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synergy HomeCare of Alta,F23-106884,8019042385,975 East Woodoak Lane,Suite 230,Salt Lake City,Salt Lake,84117,Personal Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synergy Homecare,F23-106940,8019460355,420 East South Temple,Suite 345,Salt Lake City,Salt Lake,84111,Personal Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synergy Homecare of Bountiful,F23-108387,8018557234,3263 South Highway 89,Suite 200B,Bountiful,Davis,84010,Personal Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tender Care Home Health,F23-107144,8013350522,1751 W Alexander Street,Suite 106,West Valley City,Salt Lake,84119,Home Health Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tender Care Hospice,F23-107314,8013350522,1751 West Alexander Street,Suite 106,West Valley City,Salt Lake,84119,Hospice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thatcher Brook Rehabilitation and Care Center,F23-106919,8016145700,1795 South Chelemes Way,,Clearfield,Davis,84015,Nursing Care Facility,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Auberge At Aspen Park-A Memory Care Community,F23-106518,8012728000,1430 East 4500 South,,Salt Lake City,Salt Lake,84117,Hospital,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Personal Care Agency,F23-106590,8017472100,404 East 4500 South,#A24,Salt Lake City,Salt Lake,84107,Personal Care Agency,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Surgicare Center Of Utah, Inc.",F23-107246,8012662283,755 East 3900 South,,Salt Lake City,Salt Lake,84107,Ambulatory Surgical Facility,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Terrace At Mt Ogden,F23-106976,8014799855,400 East 5350 South,,Ogden,Weber,84405,Nursing Care Facility,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thekey Of Utah, LLC",F23-106544,8017334200,7833 South Highland Drive,,Cottonwood Heights,Salt Lake,84121,Personal Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thrive Home Care,F23-107815,4808470887,6975 Union Park Avenue,Suite 600,Cottonwood Heights,Salt Lake,84047,Personal Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timpanogos Regional Hospital,F23-106996,8017146800,750 West 800 North,,Orem,Utah,84057,Hospital,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Timpview ASC, LLC",F23-107335,3853650855,1175 East 50 South,Suite 101,American Fork,Utah,84003,Ambulatory Surgical Facility,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traveling Sisters Home Health & Medical LLC,F23-108165,3853496665,180 North University Avenue,Suite 270,Provo,Utah,84601,Home Health Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Treasured Moments Home Care,F23-106457,8019801089,5928 West Treasure Cv,,Highland,Utah,84003,Personal Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Twilight Health, LLC",F23-106627,8333128958,805 South 500 West,Suite # 6,Payson,Utah,84651,Home Health Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UEW UT, LLC",F23-106701,4356782194,301 South Main Street,,Blanding,San Juan,84511,Home Health Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UP Homecare,F23-107264,8018953507,3038 South Specialty Circle,Suite 202,Salt Lake City,Salt Lake,84116,Home Health Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uintah Basin Medical Center,F23-106512,4357224691,250 West 300 North,,Roosevelt,Duchesne,84066,Hospital,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uintah Basin Rehabilitation And Senior Villa,F23-106813,4357222497,265 North 300 West,,Roosevelt,Duchesne,84066,Nursing Care Facility,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uintah Health Care Special Service District,F23-106974,4357813505,510 South 500 West,,Vernal,Uintah,84078,Nursing Care Facility,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United Energy Workers Healthcare, LLC",F23-107048,8017988988,75 West 300 North,,Spanish Fork,Utah,84660,Home Health Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Utah Hospital and Clinics,F23-106828,8015812121,50 North Medical Drive,,Salt Lake City,Salt Lake,84132,Hospital,1066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Community Healthcare Inc.,F23-105439,3852252251,756 South 400 East,Suite 202,Orem,Utah,84057,Home Health Agency,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Home Health,F23-107206,8013731400,358 West Center Street,,Orem,Utah,84057,Home Health Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Home Health-North,F23-107324,8017900223,5242 South College Drive,Suite 205,Murray,Salt Lake,84123,Home Health Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Utah Home Hospice and Palliative Care, LLC",F23-107165,8013097481,169 West 2710 South Circle,Suite 201E,Saint George,Washington,84790,Hospice,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Hospice,F23-107231,8013731400,362 West Center Street,,Orem,Utah,84057,Hospice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah State Hospital,F23-106998,8013444400,1300 East Center Street,,Provo,Utah,84605,Hospital,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Surgical Center,F23-107313,8019570200,3715 West 4100 South,Suite 100,West Valley City,Salt Lake,84120,Ambulatory Surgical Facility,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Valley Hospital,F23-106913,8013737850,1034 North 500 West,,Provo,Utah,84604,Hospital,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Valley Specialty Hospital,F23-106832,8012268880,306 West River Bend Lane,,Provo,Utah,84604,Hospital,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valeo Home Health,F23-107154,8016390020,5250 South Commerce Drive,Suite 225,Murray,Salt Lake,84107,Home Health Agency,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Valeo Home Healthcare Services, LLC",F23-107257,8016390020,5250 South Commerce Drive,Suite 225,Murray,Salt Lake,84107,Home Health Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valeo Hospice,F23-107205,8014756222,2156 North Hill Field Road,Suite 4,Layton,Davis,84041,Hospice,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valeo Hospice LLC,F23-107232,8016390020,5250 South Commerce Drive,Suite 225,Murray,Salt Lake,84107,Hospice,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valeo Hospice Orem,F23-107171,8017720243,268 East 930 South,,Orem,Utah,84058,Hospice,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Viewpoint Center, LLC",F23-106593,8018255222,2732 West 2700 South,,Syracuse,Davis,84075,Hospital,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vineyard Surgery Center, LLC",F23-107307,3853270930,691 East 400 North,Suite 100,Vineyard,Utah,84059,Ambulatory Surgical Facility,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visiting Angels Of Davis/Weber,F23-106703,8018205874,1649 West Antelope Drive,Suite 370,Layton,Davis,84041,Personal Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visiting Angels Of Salt Lake City,F23-107013,8015428282,4141 South Highland Drive,Suite 200,Salt Lake City,Salt Lake,84124,Personal Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visiting Angels Of Tooele,F23-106478,8018039248,1885 West 2100 South,Suite 250,Salt Lake City,Salt Lake,84119,Personal Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visiting Angels Utah County,F23-106717,8016109750,1675 North Freedom Boulevard,Bldg -2 Suite 2C,Provo,Utah,84604,Personal Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visiting Angels of Southern Utah,F23-106705,4356743434,720 South River Road,B-100,Saint George,Washington,84790,Personal Care Agency,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vive Adolescent Care Psychiatric Hospital,F23-106472,4357036470,120 West 1470 South,,Saint George,Washington,84770,Hospital,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warmth Hospice LLC,F23-107163,3852825000,222 South Main Street,"5Th Floor, Unit 522",Salt Lake City,Salt Lake,84101,Hospice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wasatch Endoscopy Center,F23-107191,8012813657,1220 East 3900 South,Suite 1B,Salt Lake City,Salt Lake,84124,Ambulatory Surgical Facility,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wasatch Home Health,F23-107143,4356351001,83 South 2600 West,Suite 202,Hurricane,Washington,84737,Home Health Agency,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wasatch Hospice,F23-107147,3855222906,3665 South 8400 West,Suite 200,Magna,Salt Lake,84044,Hospice,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wasatch Senior Care,F23-106489,3853176110,945 Mahogany Ridge Road,,Morgan,Morgan,84050,Personal Care Agency,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wasatch Vascular Center ASC, LLC",F23-107262,8012810027,3702 South State Street,Suite 103,Salt Lake City,Salt Lake,84116,Ambulatory Surgical Facility,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Peaks Specialty Hospital,F23-106522,8012994800,485 East 500 South,,Bountiful,Davis,84010,Hospital,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William E Christoffersen Salt Lake Veterans Home,F23-106816,8015841900,700 South Foothill Drive,,Salt Lake City,Salt Lake,84113,Nursing Care Facility,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yarrow Home Health LLC,F23-107330,8016180093,933 East 1910 South,Suite 102,Provo,Utah,84606,Home Health Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zion Eye Institute/Red Cliffs Surgery Center,F23-107332,4356562020,1791 East 280 North,,Saint George,Washington,84790,Ambulatory Surgical Facility,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zion's Way Home Health,F23-107142,4356880648,1173 South 250 West,Suite 401,Saint George,Washington,84770,Home Health Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zion's Way Hospice,F23-107290,4356880648,1173 South 250 West,Suite 401,Saint George,Washington,84770,Hospice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iCare Home Health,F23-107292,8012280411,672 West 400 South,Suite 202,Springville,Utah,84663,Home Health Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iCare Hospice,F23-107318,8012280411,672 West 400 South,Suite 202,Springville,Utah,84663,Hospice,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Here and Now HomeCare,F24-110164,3853134910,5767 South Wood Circle,,Murray,Salt Lake,84107,Assisted Living Facility - Type I,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serenity Home Health of Utah LLC,F24-112181,8014711965,627 West 4000 North,,Pleasant Grove,Utah,84062,Home Health Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wasatch Personal Care LLC,F24-111939,3854691899,2251 Hannibal Street,,Salt Lake City,Salt Lake,84106,Personal Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senior Care Personal Care,F24-110162,8016947071,10718 South 2420 West,,South Jordan,Salt Lake,84095,Personal Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senior Helpers of Salt Lake,F24-112043,8017970339,1935 East Vine Street,Suite 170,Murray,Salt Lake,84121,Personal Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
